_Glon,_Glat,recno,3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX,Simbad
182.0977129,34.2898625,555,J0824.9+3916,0,N,4C +39.23B,126.34868,39.32937,0.093,0.097,css,-,,,,0.0,0.915,0.0,,1199.2,N,,,,,,Simbad
161.958068,35.1175938,556,J0824.9+5551,0,Y,OJ 535,126.19682,55.87852,0.028,0.073,fsrq,LSP,12.56,12.943,1.417,0.999,0.954,0.0,1.637,1449.97,N,,17.82,17.9,0.75,1.24,Simbad
226.0541767,19.7286115,557,J0825.4-0213,0,Y,PMN J0825-0204,126.32121,-2.07853,0.156,0.295,bcu III,-,,,,0.92,0.0,0.0,,106.18,N,,,,,,Simbad
221.2188681,22.3881641,558,J0826.0+0307,0,Y,PKS 0823+033,126.45974,3.15681,0.068,0.08,bll,LSP,13.005,13.183,0.506,0.998,0.937,0.824,-0.85,1400.74,N,33.9,15.42,15.46,0.51,1.42,Simbad
230.898766,17.5338669,559,J0827.2-0711,0,Y,PMN J0827-0708,126.77544,-7.14626,0.055,0.07,bcu I,HSP,16.085,16.181,0.247,0.985,0.836,0.884,-0.843,174.14,N,65.5,15.931,,0.34,1.25,Simbad
166.3317033,35.6719373,560,J0828.5+5217,0,Y,TXS 0824+524,126.97374,52.29953,0.102,0.115,fsrq,LSP,13.565,13.691,0.33762,0.964,0.801,0.0,-0.365,278.88,N,,18.918,17.93,0.62,1.16,Simbad
215.9952845,25.8430221,561,J0829.3+0901,0,Y,TXS 0826+091,127.37633,8.97258,0.059,0.112,fsrq,LSP,13.371,13.647,0.866,0.0,0.857,0.0,-0.024,334.51,N,,,19.58,0.75,1.23,Simbad
235.2585231,15.6536765,562,J0829.6-1137,0,Y,NVSS J082939-114103,127.4132,-11.68433,0.064,0.085,bcu II,ISP,14.16,14.16,,0.986,0.0,0.0,-0.503,51.19,N,,18.345,,0.45,,Simbad
274.3005559,-11.5357861,563,J0830.3-5855,0,Y,PMN J0829-5856,127.37987,-58.93353,0.102,0.144,bcu III,-,,,,0.966,0.0,0.0,,44.7,S,,16.393,,0.3,,Simbad
200.0215297,31.8760062,564,J0830.7+2408,0,Y,OJ 248,127.71703,24.18328,0.056,0.061,fsrq,LSP,12.53,12.818,0.939,0.996,0.921,0.841,0.973,739.25,N,29.3,17.21,16.93,0.64,1.11,Simbad
220.6934023,24.3317809,565,J0831.9+0430,0,Y,PKS 0829+046,127.95365,4.49419,0.039,0.028,bll,LSP,13.64,13.71,0.174,0.989,0.944,0.0,-0.087,1241.87,N,,14.652,14.77,0.51,1.76,Simbad
170.1373325,36.3794371,566,J0832.6+4914,0,Y,OJ 448,128.09674,49.22251,0.053,0.118,bll,LSP,12.9,12.9,,0.994,0.858,0.0,,344.51,N,,18.518,18.35,0.69,1.29,Simbad
178.6127461,36.2707077,567,J0834.1+4223,0,Y,OJ 451,128.47452,42.40051,0.04,0.073,fsrq,ISP,13.94,14.037,0.24907,0.997,0.871,0.0,0.345,249.25,N,,16.905,16.3,0.52,1.68,Simbad
176.5768069,36.6043329,568,J0834.7+4403,0,Y,B3 0831+442,128.7425,44.06059,0.038,0.077,bll,LSP,13.84,13.84,,0.994,0.841,0.0,,148.58,N,,19.465,17.39,0.5,,Simbad
216.0872966,27.5060178,569,J0835.4+0930,0,Y,GB6 J0835+0936,128.93005,9.62166,0.129,0.118,bll,ISP,14.345,14.345,,0.929,0.0,0.0,,81.08,N,,19.465,17.68,0.47,,Simbad
203.3219163,32.2458764,570,J0836.3+2143,0,Y,MG2 J083615+2138,129.06757,21.65099,0.07,0.16,bcu II,LSP,12.585,12.585,,0.98,0.0,0.0,1.309,133.0,N,,20.04,19.11,0.66,,Simbad
243.5706615,12.2311171,571,J0836.5-2020,0,Y,PKS 0834-20,129.1634,-20.2832,0.065,0.169,fsrq,LSP,11.87,12.444,2.752,0.995,0.934,0.0,1.89,1971.13,N,13.1,18.907,,0.85,0.93,Simbad
225.0421087,24.4480206,572,J0839.5+0102,0,Y,PKS 0837+012,129.95671,1.07409,0.076,0.082,fsrq,LSP,12.464,12.791,1.123,0.963,0.869,0.0,0.283,422.33,N,,18.662,18.78,0.74,1.12,Simbad
207.6200596,31.713448,573,J0839.6+1803,0,Y,TXS 0836+182,129.87801,18.04643,0.044,0.07,bll,ISP,14.223,14.223,,0.997,0.901,0.0,,410.71,N,,18.022,16.53,0.5,1.65,Simbad
187.0916574,36.5074566,574,J0839.6+3538,0,Y,FIRST J083943.3+354001,129.93068,35.66705,0.032,0.071,bll,LSP,13.81,13.81,,0.995,0.809,0.0,,76.47,N,,18.084,18.15,0.51,,Simbad
212.9679744,30.1386052,575,J0840.8+1315,0,Y,3C 207,130.19829,13.20655,0.048,0.118,ssrq,LSP,12.619,12.845,0.681,0.999,0.955,0.0,,2613.56,N,10.3,18.224,17.82,0.71,1.25,Simbad
143.5407501,34.425668,576,J0841.4+7053,0,Y,S5 0836+71,130.35152,70.89505,0.007,0.046,fsrq,LSP,12.44,12.948,2.218,1.0,0.981,0.945,2.646,3823.82,N,107.0,16.737,,0.76,0.88,Simbad
276.8903634,-11.3532618,577,J0842.0-6055,0,Y,PMN J0842-6053,130.61067,-60.89733,0.054,0.06,bcu II,LSP,13.355,13.355,,0.985,0.929,0.0,0.637,775.9,S,,19.704,,0.73,,Simbad
165.0487531,38.0933858,578,J0843.9+5311,0,Y,NVSS J084411+531250,131.04875,53.21405,0.037,0.075,bll,ISP,14.28,14.28,,0.994,0.0,0.0,,46.87,N,,18.761,17.73,0.43,1.58,Simbad
233.7467965,21.9573336,579,J0846.7-0651,0,N,TXS 0845-068,131.98641,-7.0547,0.364,0.282,bll,LSP,13.53,13.53,,0.0,0.898,0.0,,727.0,A,46.5,16.06,,0.49,1.28,Simbad
247.7764809,12.2029948,580,J0846.9-2336,0,Y,PMN J0847-2337,131.75652,-23.61713,0.015,0.041,bll,HSP,15.6,15.625,0.059,1.0,0.898,0.914,-0.516,145.43,N,34.8,11.166,,-0.03,2.14,Simbad
215.4558662,30.8894582,581,J0847.1+1134,1,Y,RX J0847.1+1133,131.80388,11.56393,0.016,0.048,bll,HSP,15.875,15.954,0.199,0.999,0.805,0.958,-0.423,33.34,N,238.0,16.805,16.83,0.36,0.8,Simbad
148.9548536,36.4204396,582,J0849.1+6607,0,Y,GB6 J0848+6605,132.22759,66.10264,0.037,0.054,bll,ISP,14.7,14.7,,0.997,0.0,0.0,,47.74,N,,17.338,,0.4,,Simbad
222.5928956,28.4301687,583,J0849.3+0458,0,Y,TXS 0846+051,132.38562,4.91885,0.086,0.087,bll,ISP,14.786,14.786,,0.979,0.0,0.0,,183.91,N,,18.265,17.2,0.44,,Simbad
167.6062806,39.1351454,584,J0849.9+5108,0,Y,SBS 0846+513,132.49157,51.1414,0.007,0.037,nlsy1,LSP,13.358,13.558,0.584,1.0,0.928,0.0,,266.88,N,,18.194,17.37,0.5,1.47,Simbad
170.4726098,39.2688404,585,J0850.0+4855,0,N,GB6 J0850+4855,132.50146,48.9163,0.012,0.028,bll,LSP,13.304,13.304,,0.999,0.902,0.0,,92.18,N,,19.189,17.71,0.51,1.52,Simbad
188.4677152,38.5791964,586,J0850.2+3500,0,Y,RX J0850.5+3455,132.65081,34.92299,0.104,0.086,bll,ISP,14.533,14.592,0.145,0.899,0.0,0.0,-1.238,35.52,N,14.1,13.778,15.43,0.2,1.53,Simbad
238.6595373,19.5195817,587,J0850.2-1214,0,Y,PMN J0850-1213,132.54015,-12.22649,0.018,0.028,fsrq,LSP,13.206,13.401,0.566,1.0,0.937,0.0,-0.074,323.76,N,,17.472,,0.65,1.47,Simbad
162.0237689,38.9165016,588,J0851.8+5531,0,Y,SDSS J085135.93+552834.5,132.89971,55.47623,0.059,0.127,bll,LSP,13.694,13.694,,0.988,0.0,0.0,,108.97,N,,18.401,17.58,0.43,,Simbad
176.6622742,40.0501524,589,J0854.2+4408,0,Y,B3 0850+443,133.5412,44.14175,0.023,0.079,bll,ISP,14.972,14.972,,0.996,0.81,0.867,,79.87,N,34.7,18.47,16.57,0.39,1.24,Simbad
206.8121215,35.8208949,590,J0854.8+2006,0,Y,OJ 287,133.70365,20.10851,0.005,0.02,bll,LSP,13.616,13.732,0.306,1.0,0.981,0.0,-0.381,1512.38,N,,15.733,14.72,0.52,1.52,Simbad
234.991146,23.3430552,591,J0855.2-0718,0,Y,PKS 0852-07,133.78942,-7.25079,0.06,0.189,bcu II,ISP,14.156,14.156,,0.972,0.907,0.0,1.471,1157.31,N,,19.78,,0.77,0.94,Simbad
205.9902575,36.5104272,592,J0856.5+2057,0,Y,TXS 0853+211,134.16559,20.96206,0.015,0.071,bll,ISP,14.48,14.552,0.18,0.998,0.878,0.0,0.086,205.6,N,,18.93,17.59,0.62,,Simbad
238.6448572,21.4838682,593,J0856.7-1105,0,Y,PMN J0856-1105,134.17418,-11.08734,0.006,0.028,bll,LSP,13.64,13.64,,1.0,0.956,0.868,,475.6,N,7.47,17.268,,0.64,1.39,Simbad
246.2992794,16.5378043,594,J0858.1-1951,0,Y,PKS 0855-19,134.52235,-19.84359,0.021,0.079,bcu II,LSP,13.502,13.502,,0.999,0.949,0.812,0.791,1226.43,N,14.7,18.797,,0.71,1.13,Simbad
153.1999365,38.5426771,595,J0859.1+6219,0,Y,1RXS J085930.5+621737,134.87796,62.2918,0.05,0.127,bll,ISP,14.975,14.975,,0.992,0.0,0.0,,22.22,N,15.7,19.406,18.66,0.47,0.98,Simbad
206.6753738,37.7518676,596,J0902.4+2050,0,Y,NVSS J090226+205045,135.61213,20.84622,0.009,0.037,bll,ISP,14.1,14.1,,0.999,0.869,0.0,,59.33,N,,17.162,15.87,0.28,1.97,Simbad
173.0424773,41.5557415,597,J0903.1+4649,0,Y,S4 0859+47,135.76663,46.85115,0.038,0.134,fsrq,LSP,12.384,12.775,1.462,0.999,0.941,0.0,1.187,1755.41,N,4.37,18.656,18.76,0.85,1.13,Simbad
178.6834712,41.8682575,598,J0904.3+4240,0,Y,S4 0900+42,136.06512,42.63466,0.051,0.1,bcu II,LSP,12.572,12.572,,0.98,0.936,0.0,1.255,1247.97,N,,,20.03,0.85,,Simbad
198.2784134,40.2511793,599,J0904.9+2739,0,Y,GB6 J0905+2748A,136.26688,27.80492,0.148,0.173,fsrq,LSP,12.672,13.068,1.4875,0.81,0.0,0.0,,180.6,N,,19.41,19.43,0.71,,Simbad
215.0300558,35.9597234,600,J0905.5+1358,0,Y,MG1 J090534+1358,136.39579,13.96842,0.006,0.036,bll,HSP,15.15,15.15,,1.0,0.906,0.0,,129.44,N,,17.058,15.91,0.33,1.71,Simbad
238.3668777,24.5641542,601,J0906.3-0906,0,Y,PMN J0906-0905,136.57523,-9.09581,0.007,0.047,bll,LSP,13.6,13.6,,0.999,0.863,0.0,,73.88,N,,18.803,,0.6,1.21,Simbad
204.4105641,39.9152498,602,J0909.0+2310,0,Y,RX J0908.9+2311,137.25261,23.18694,0.024,0.064,bll,HSP,15.332,15.419,0.223,0.999,0.0,0.802,-0.145,47.35,N,10.3,17.82,,0.49,1.06,Simbad
228.9445511,30.9246967,603,J0909.1+0121,0,Y,PKS 0906+01,137.29205,1.35989,0.006,0.032,fsrq,LSP,13.421,13.727,1.024,1.0,0.963,0.896,0.96,760.3,N,14.8,16.942,17.33,0.68,1.16,Simbad
228.3767191,31.361482,604,J0909.6+0157,0,Y,PKS 0907+022,137.41603,2.00146,0.04,0.072,bll,LSP,13.68,13.68,,0.998,0.848,0.0,,157.27,N,,18.687,18.13,0.62,,Simbad
232.8306014,28.9803251,605,J0909.8-0229,0,Y,PKS 0907-023,137.43718,-2.5251,0.033,0.049,fsrq,LSP,13.611,13.903,0.957,0.998,0.936,0.0,1.111,625.43,N,,17.434,16.91,0.61,1.59,Simbad
191.1204677,42.466286,606,J0910.5+3329,0,Y,Ton 1015,137.65431,33.49012,0.006,0.03,bll,HSP,15.056,15.056,,1.0,0.908,0.0,,105.72,N,22.6,15.979,15.64,0.33,1.47,Simbad
183.6086987,43.0216584,607,J0910.7+3858,0,Y,FBQS J091052.0+390202,137.71611,39.03249,0.065,0.08,bll,LSP,13.712,13.791,0.1987,0.977,0.0,0.0,-0.734,10.49,N,,17.755,17.12,0.3,1.64,Simbad
205.0295666,40.1783202,608,J0910.9+2248,0,Y,TXS 0907+230,137.67555,22.80988,0.065,0.087,fsrq,LSP,12.95,13.514,2.661,0.993,0.0,0.0,1.031,108.85,N,,18.517,19.09,0.63,1.32,Simbad
190.7470407,42.8171197,609,J0911.8+3351,0,N,B2 0909+34,138.02865,33.80861,0.068,0.077,fsrq,ISP,13.68,14.139,1.877,0.0,0.841,0.0,-0.174,257.92,N,,18.284,18.3,0.65,,Simbad
190.7183221,42.7531215,610,J0911.8+3351,0,N,MG2 J091151+3349,137.94901,33.82133,0.037,0.077,bll,LSP,13.694,13.857,0.456,0.997,0.898,0.0,-0.174,380.84,N,,18.56,17.98,0.61,,Simbad
180.3222909,43.3350908,611,J0912.2+4126,0,N,B3 0908+416B,138.04839,41.43593,0.008,0.137,fsrq,LSP,13.282,13.834,2.563,0.982,0.86,0.0,1.633,346.21,N,,,19.96,0.81,1.09,Simbad
198.5032151,41.8260235,612,J0912.4+2800,0,Y,1RXS J091211.9+275955,138.04671,27.99108,0.056,0.077,bll,HSP,15.68,15.68,,0.989,0.0,0.0,,4.37,N,12.0,18.686,,0.34,0.98,Simbad
254.887814,13.9543369,613,J0912.6-2757,0,Y,PMN J0912-2752,138.13161,-27.87145,0.092,0.157,bcu II,HSP,15.056,15.056,,0.966,0.0,0.0,2.589,256.98,N,,,,,,Simbad
213.5884398,38.2627678,614,J0912.7+1556,0,Y,SDSS J091230.61+155528.0,138.12754,15.92445,0.066,0.079,bll,HSP,15.58,15.664,0.212,0.994,0.0,0.881,0.499,29.62,N,76.9,15.469,13.65,0.04,1.57,Simbad
249.5901271,18.4939355,615,J0912.9-2104,0,Y,MRC 0910-208,138.25093,-21.05585,0.021,0.036,bll,HSP,16.424,16.502,0.198,1.0,0.928,0.969,-1.036,329.46,N,402.0,15.405,,0.36,1.06,Simbad
156.9206324,41.4808529,616,J0915.0+5844,0,Y,SDSS J091608.57+584434.0,139.03539,58.74552,0.138,0.198,bcu II,LSP,13.92,13.92,,0.0,0.856,0.0,0.725,752.95,N,,19.785,18.0,0.6,,Simbad
196.6497664,42.9348142,617,J0915.8+2933,0,Y,Ton 0396,138.96834,29.55668,0.005,0.025,bll,HSP,15.592,15.592,,1.0,0.951,0.964,,342.12,N,121.0,15.604,15.48,0.38,1.21,Simbad
183.843925,44.1724218,618,J0916.3+3857,0,Y,S4 0913+39,139.20377,38.90782,0.104,0.115,fsrq,LSP,13.502,13.857,1.267,0.986,0.901,0.0,0.287,1005.49,N,3.38,19.078,18.32,0.76,1.24,Simbad
235.1650982,29.8724035,619,J0917.3-0344,0,Y,NVSS J091714-034315,139.31078,-3.72095,0.039,0.092,bcu II,HSP,15.6,15.6,,0.0,0.0,0.839,-0.641,32.21,N,29.9,17.248,,0.26,1.18,Simbad
175.7003264,44.8155327,620,J0920.9+4442,0,Y,S4 0917+44,140.24358,44.69833,0.012,0.022,fsrq,LSP,13.04,13.544,2.19,1.0,0.972,0.921,0.663,1017.75,N,18.3,16.816,17.42,0.7,1.07,Simbad
252.3782934,18.6431376,621,J0921.0-2258,0,Y,NVSS J092057-225721,140.23914,-22.95591,0.016,0.09,bcu II,HSP,15.437,15.437,,0.0,0.0,0.905,0.027,14.38,N,82.4,18.526,,0.35,0.85,Simbad
152.2003261,40.9936774,622,J0921.8+6215,0,Y,OK 630,140.40096,62.26449,0.024,0.045,fsrq,LSP,12.865,13.253,1.446,1.0,0.955,0.0,0.874,946.27,N,,19.142,18.25,0.76,1.32,Simbad
237.6814867,29.9107601,623,J0922.4-0529,0,Y,TXS 0919-052,140.59864,-5.48533,0.012,0.074,fsrq,ISP,13.927,14.222,0.974,0.999,0.921,0.0,-0.21,490.63,N,,15.042,,0.45,1.89,Simbad
184.0008086,45.4207881,624,J0923.1+3853,0,Y,B2 0920+39,140.81022,38.82775,0.071,0.162,bcu II,LSP,12.585,12.585,,0.975,0.838,0.0,2.178,375.41,N,,,,,,Simbad
180.2995171,45.4583333,625,J0923.3+4127,0,Y,B3 0920+416,140.88044,41.42429,0.047,0.075,fsrq,LSP,13.032,13.044,1.732,0.992,0.852,0.0,0.626,199.85,N,,,19.35,0.72,,Simbad
198.879482,44.3984843,626,J0924.0+2816,0,Y,B2 0920+28,140.96468,28.25695,0.041,0.095,fsrq,LSP,12.488,12.73,0.744,0.999,0.863,0.0,1.12,272.95,N,,18.638,18.8,0.71,,Simbad
226.8562453,36.2507534,627,J0924.2+0534,0,N,RBS 0771,141.00527,5.56186,0.06,0.079,bll,HSP,15.68,15.68,,0.991,0.0,0.864,,7.61,N,51.5,18.319,17.87,0.28,0.95,Simbad
154.8474986,42.2569309,628,J0925.6+5959,0,Y,NVSS J092542+595812,141.42782,59.96996,0.026,0.079,bll,HSP,15.584,15.584,,0.998,0.0,0.0,,10.13,N,11.3,19.901,18.76,0.42,0.97,Simbad
194.5321034,45.3414655,629,J0925.7+3129,0,Y,B2 0922+31B,141.43188,31.453,0.04,0.099,bll,LSP,13.265,13.265,,0.996,0.882,0.0,,383.29,N,,18.64,17.96,0.64,,Simbad
162.3589894,44.1146633,630,J0926.3+5409,0,Y,NVSS J092638+541126,141.66239,54.19052,0.059,0.102,bll,ISP,14.505,14.77,0.841,0.979,0.0,0.0,-0.213,38.21,N,,19.325,18.78,0.48,,Simbad
251.6377734,21.4230513,631,J0927.9-2037,0,Y,PKS 0925-203,141.96593,-20.5809,0.049,0.1,fsrq,LSP,13.115,13.245,0.348,0.999,0.922,0.861,-0.232,843.05,N,50.9,16.151,,0.56,1.18,Simbad
181.1358159,46.4379822,632,J0928.5+4048,0,Y,1RXS J092837.8+404858,142.15567,40.812,0.018,0.069,bll,HSP,15.499,15.499,,0.995,0.0,0.0,,7.12,N,5.34,18.655,18.05,0.3,1.28,Simbad
139.4077184,36.9790443,633,J0928.7+7300,0,N,4C +73.07,142.25017,72.95285,0.064,0.147,bcu II,LSP,13.138,13.138,,0.0,0.865,0.0,3.651,479.04,N,,,,,,Simbad
139.2511049,36.9643861,634,J0928.7+7300,0,N,GB6 J0929+7304,142.42567,73.06792,0.088,0.147,bcu II,LSP,13.738,13.738,,0.968,0.0,0.0,3.221,146.38,N,,19.234,,0.65,,Simbad
263.0011606,11.2234414,635,J0928.9-3530,0,Y,NVSS J092849-352947,142.20762,-35.4969,0.034,0.055,bcu II,LSP,13.775,13.775,,1.0,0.0,0.0,1.173,23.59,N,,18.767,,0.39,,Simbad
167.6616648,45.4206672,636,J0929.4+5013,0,Y,GB6 J0929+5013,142.31433,50.22666,0.026,0.046,bll,ISP,14.136,14.136,,0.999,0.936,0.824,,522.57,N,9.42,16.362,16.01,0.51,1.55,Simbad
168.1376753,45.7148239,637,J0930.0+4951,0,Y,1ES 0927+500,142.65741,49.84064,0.088,0.121,bll,HSP,15.216,15.29,0.187,0.978,0.0,0.916,0.21,21.56,N,269.0,17.154,17.08,0.39,0.63,Simbad
126.2918644,29.504991,638,J0930.2+8612,0,Y,S5 0916+864,142.42941,86.20591,0.01,0.037,bll,LSP,13.168,13.168,,1.0,0.907,0.0,,142.79,N,3.3,18.577,,0.67,1.28,Simbad
183.0980691,47.5265266,639,J0934.1+3933,0,N,GB6 J0934+3926,143.52779,39.44226,0.123,0.166,bll,LSP,13.143,13.143,,0.937,0.0,0.0,,121.53,N,,,18.8,0.68,,Simbad
182.7050612,47.7117709,640,J0934.1+3933,0,N,3C 221,143.77767,39.70186,0.223,0.166,rdg,LSP,12.8,12.8,,0.0,0.81,0.0,,1030.09,N,,,,,,Simbad
167.3720448,46.6793826,641,J0937.7+5008,0,Y,GB6 J0937+5008,144.30136,50.1478,0.093,0.105,fsrq,LSP,12.97,13.076,0.276,0.98,0.0,0.0,-0.15,167.19,N,13.4,19.004,17.91,0.62,1.13,Simbad
251.176453,25.4820939,642,J0939.2-1732,0,Y,TXS 0936-173,144.82998,-17.5266,0.019,0.088,bcu II,LSP,13.004,13.004,,0.997,0.874,0.0,0.73,263.72,N,,,,,,Simbad
259.7230113,17.9089547,643,J0939.9-2831,0,Y,TXS 0937-282,145.02038,-28.49163,0.046,0.096,bcu II,LSP,12.54,12.54,,0.991,0.883,0.0,1.462,382.14,N,,,,,,Simbad
248.2268165,28.4317438,644,J0940.9-1337,0,Y,TXS 0938-133,145.26062,-13.5975,0.027,0.09,fsrq,LSP,13.28,13.471,0.551,0.999,0.877,0.0,0.793,290.02,N,,17.626,,0.6,,Simbad
201.0975661,48.1380056,645,J0941.6+2727,0,Y,MG2 J094148+2728,145.45048,27.47745,0.036,0.124,fsrq,LSP,13.001,13.364,1.305,0.996,0.813,0.0,1.134,177.79,N,,17.98,18.15,0.62,,Simbad
243.5340541,32.315136,646,J0942.1-0756,0,Y,PMN J0942-0800,145.58942,-7.99811,0.073,0.094,bll,LSP,13.46,13.46,,0.989,0.819,0.0,,216.55,N,,17.799,,0.63,,Simbad
156.1148769,45.3909049,647,J0945.9+5756,0,Y,GB6 J0945+5757,146.42598,57.96325,0.037,0.074,bll,ISP,14.644,14.734,0.229,0.993,0.828,0.0,-0.139,112.04,N,,15.104,16.49,0.41,1.65,Simbad
235.3668488,38.5831136,648,J0946.2+0103,0,Y,RXS J094620.5+010459,146.58424,1.08114,0.02,0.068,bll,ISP,14.632,14.83,0.577,0.999,0.0,0.891,0.219,15.05,N,43.4,19.563,18.61,0.37,0.87,Simbad
224.9761001,43.4220812,649,J0946.5+1017,0,Y,TXS 0943+105,146.64612,10.28504,0.01,0.052,fsrq,LSP,13.214,13.517,1.007,1.0,0.93,0.0,1.507,410.85,N,,18.764,18.99,0.74,,Simbad
258.8774661,21.0285109,650,J0947.1-2542,0,Y,1RXS J094709.2-254056,146.78969,-25.68334,0.025,0.066,bcu II,HSP,15.84,15.84,,0.999,0.0,0.879,-0.643,42.04,N,34.2,17.354,,0.36,1.16,Simbad
180.9924081,50.2844894,651,J0948.6+4041,0,Y,4C +40.24,147.23058,40.66239,0.057,0.157,fsrq,LSP,12.512,12.864,1.249,0.997,0.93,0.0,1.224,1600.15,N,3.97,18.356,17.53,0.75,1.34,Simbad
236.5895271,38.7133262,652,J0948.8+0021,0,Y,PMN J0948+0022,147.23883,0.37377,0.019,0.042,nlsy1,LSP,12.818,13.018,0.585,1.0,0.859,0.858,,70.18,N,12.7,18.201,18.17,0.54,1.17,Simbad
172.8929327,49.7339315,653,J0950.1+4554,0,Y,RX J0950.2+4553,147.54924,45.8889,0.018,0.049,bll,ISP,13.89,14.036,0.399,0.999,0.826,0.0,-0.073,48.29,N,1.99,18.782,18.18,0.47,1.4,Simbad
246.1867147,33.8982385,654,J0953.0-0839,0,Y,PMN J0953-0840,148.26129,-8.67177,0.01,0.025,bll,HSP,15.293,15.293,,1.0,0.906,0.941,,85.26,N,44.6,17.676,,0.48,1.03,Simbad
293.3748479,-17.5372167,655,J0953.1-7657,0,Y,1RXS J095306.1-765755,148.26675,-76.96789,0.008,0.057,bcu II,ISP,14.919,14.919,,0.0,0.0,0.874,-0.24,23.9,S,21.7,18.689,,0.37,1.08,Simbad
167.6055053,49.5602058,656,J0954.2+4913,0,Y,1ES 0950+495,148.54126,49.25027,0.031,0.05,bll,HSP,17.12,17.26,0.38,0.997,0.0,0.86,0.683,2.87,N,19.5,19.492,18.51,0.31,0.95,Simbad
205.5112935,50.9815753,657,J0956.6+2515,0,N,OK 290,149.20781,25.25446,0.05,0.076,fsrq,LSP,12.752,12.984,0.708,1.0,0.938,0.0,0.49,1080.69,N,9.69,18.333,17.84,0.74,1.16,Simbad
170.0551357,50.7301835,658,J0957.4+4728,0,Y,OK 492,149.58197,47.41885,0.153,0.175,fsrq,LSP,12.17,12.63,1.882,0.959,0.832,0.0,1.359,604.34,N,6.83,18.35,18.12,0.72,1.13,Simbad
251.5260108,31.1627813,659,J0957.5-1351,0,Y,PMN J0957-1350,149.32576,-13.83366,0.063,0.091,fsrq,LSP,12.71,13.076,1.323,0.998,0.871,0.0,1.275,362.7,N,,18.036,,0.65,1.38,Simbad
158.5985892,47.9282031,660,J0957.6+5523,0,Y,4C +55.17,149.4091,55.38271,0.004,0.012,fsrq,ISP,13.95,14.229,0.899,1.0,0.99,0.922,0.854,3079.76,N,7.69,17.422,17.19,0.76,1.29,Simbad
242.0910909,38.3218356,661,J0958.3-0318,0,Y,1RXS J095806.4-031729,149.52559,-3.29397,0.059,0.12,bll,HSP,17.68,17.68,,0.993,0.0,0.801,,7.59,N,28.2,19.026,18.71,0.38,0.85,Simbad
287.7134908,-10.2843971,662,J0958.4-6752,0,Y,1RXS J095812.8-675241,149.55412,-67.87881,0.018,0.043,bcu II,HSP,15.95,15.95,,0.0,0.0,0.949,-1.202,39.5,S,132.0,16.68,,0.24,1.13,Simbad
145.7462145,43.1316155,663,J0958.6+6534,0,Y,S4 0954+65,149.69685,65.56523,0.015,0.036,bll,LSP,13.355,13.491,0.367,1.0,0.957,0.868,-0.164,730.03,N,11.2,15.905,,0.53,1.53,Simbad
260.1976321,23.4382598,664,J0958.6-2447,0,Y,TXS 0956-244,149.58528,-24.73323,0.1,0.154,bcu II,LSP,13.915,13.915,,0.958,0.0,0.0,0.609,170.08,N,,20.448,,0.7,,Simbad
211.6697722,50.5799756,665,J0959.7+2124,0,Y,RX J0959.4+2123,149.87454,21.38919,0.055,0.088,bll,HSP,16.1,16.235,0.365,0.997,0.0,0.891,-0.55,40.92,N,80.9,17.494,17.56,0.4,0.9,Simbad
199.5086275,52.6191283,666,J1001.0+2913,0,Y,GB6 J1001+2911,150.29252,29.19376,0.048,0.071,bll,LSP,13.0,13.193,0.558,0.999,0.852,0.0,-0.32,197.35,N,3.73,17.069,17.41,0.5,1.46,Simbad
210.6502551,51.5158595,667,J1002.3+2220,0,Y,1RXS J100235.8+221609,150.6434,22.2708,0.079,0.202,bll,HSP,15.65,15.65,,0.987,0.0,0.0,,14.02,N,8.13,19.091,18.43,0.41,1.12,Simbad
204.7129508,52.6691456,668,J1003.6+2608,0,Y,PKS 1000+26,150.92629,26.08655,0.051,0.133,bcu I,ISP,14.02,14.02,,0.0,0.872,0.0,0.566,440.33,N,,20.254,19.67,0.72,,Simbad
190.0431936,54.1672788,669,J1006.7+3453,0,Y,EXO 1004.0+3509,151.7353,34.91255,0.039,0.083,bll,ISP,14.545,14.752,0.612,0.995,0.0,0.819,-0.202,6.73,N,20.5,18.008,18.58,0.31,0.98,Simbad
259.8006724,26.7767981,670,J1006.7-2159,0,Y,PKS 1004-217,151.69339,-21.989,0.007,0.048,fsrq,ISP,14.435,14.559,0.33,1.0,0.91,0.0,0.541,230.83,N,,16.632,,0.56,1.53,Simbad
267.8722575,17.9347129,671,J1007.4-3334,0,N,PKS 1005-333,151.88078,-33.55187,0.025,0.333,fsrq,LSP,13.4,13.853,1.837,0.989,0.957,0.0,1.111,652.0,A,,19.803,,0.78,1.16,Simbad
267.9777191,18.0089054,672,J1007.4-3334,0,N,TXS 1005-333,152.03046,-33.55469,0.131,0.333,bcu II,LSP,13.74,13.74,,0.0,0.827,0.0,1.286,568.1,S,,20.42,,0.71,,Simbad
240.2328251,42.6524798,673,J1007.8+0026,0,Y,PKS 1005+007,152.04765,0.49999,0.102,0.11,bcu I,ISP,14.9,14.941,0.0979,0.0,0.853,0.0,-0.551,485.56,N,10.2,13.713,15.07,0.34,1.69,Simbad
